OrderID,CustomerID_x,Status,FullName,Phone,Address,OrderDetailID,MenuItemID,Quantity,Price_x,Driver_name,Amount,PaymentMethod,Name,Description,Price_y,CuisineType,Revenue,OrderIDNew
1060,1060,Cancelled,Ahmed Ibrahim,1537813562,"Imbaba, Giza",1060,12,3,219.17,Nermine Farouk,0,Not Paid,Spaghetti Bolognese,Delicious Spaghetti Bolognese - classic Italian taste.,117.98,Italian,657.51,1076
1061,1061,Cancelled,Ahmed Hassan,1132456273,"Nasr City, Cairo",1061,75,4,58.14,Dina Sultan,811.36,Fawry,Guacamole,Delicious Guacamole - classic Mexican taste.,202.84,Mexican,232.56,1077
1062,1062,Cancelled,Yasmin Fathy,1094779574,"Nasr City, Cairo",1062,60,2,134.34,Sherif Mansour,0,Not Paid,Spanakopita,Delicious Spanakopita - classic Mediterranean taste.,38.32,Mediterranean,268.68,1078
1063,1063,Shipped,Mostafa Hassan,1181810624,"Imbaba, Giza",1063,79,3,121.34,Yousra Mostafa,206.16,Cash,Tamales,Delicious Tamales - classic Mexican taste.,68.72,Mexican,364.02,1079
1064,1064,Delivered,Mohamed Mahrous,1148071582,"Smouha, Alexandria",1064,98,2,127.48,Farida Gamal,0,Not Paid,Thai Basil Chicken,Delicious Thai Basil Chicken - classic Thai taste.,131.13,Thai,254.96,1080
1065,1065,Pending,Heba Hassan,1031404656,"Dokki, Giza",1065,71,1,39.93,Yousra Ibrahim,0,Not Paid,Tacos,Delicious Tacos - classic Mexican taste.,119.04,Mexican,39.93,1081
1066,1066,Cancelled,Heba Gamal,1143448341,"Stanley, Alexandria",1066,34,4,81.5,Ruba Saleh,0,Not Paid,Palak Paneer,Delicious Palak Paneer - classic Indian taste.,193.16,Indian,326,1082
1067,1067,Delivered,Khaled Ali,1131474475,"Dokki, Giza",1067,85,2,186.64,Omar Mahmoud,233.44,Cash,Avgolemono Soup,Delicious Avgolemono Soup - classic Greek taste.,116.72,Greek,373.28,1083
1068,1068,Shipped,Heba Mahrous,1034959761,"Faisal, Giza",1068,58,1,74.18,Laila Yassin,0,Not Paid,Octopus Salad,Delicious Octopus Salad - classic Mediterranean taste.,79.11,Mediterranean,74.18,1084
1069,1069,Cancelled,Mohamed Ali,1015047669,"Heliopolis, Cairo",1069,93,3,105.65,Yasmin Abdelrahman,266.61,Cash,Tom Yum Soup,Delicious Tom Yum Soup - classic Thai taste.,88.87,Thai,316.95,1085
1070,1070,Cancelled,Aya Ali,1553433751,"Smouha, Alexandria",1070,26,2,28.32,Nadine Gaber,0,Not Paid,Dumplings,Delicious Dumplings - classic Chinese taste.,154.12,Chinese,56.64,1086
1071,1071,Shipped,Aya Ali,1180130391,"Nasr City, Cairo",1071,71,4,89.05,Ayman Soliman,0,Not Paid,Tacos,Delicious Tacos - classic Mexican taste.,119.04,Mexican,356.2,1087
1072,1072,Shipped,Aya Hassan,1044026754,"Stanley, Alexandria",1072,59,1,135,Rana Kamel,111.29,Vodafone Cash,Chicken Souvlaki,Delicious Chicken Souvlaki - classic Mediterranean taste.,111.29,Mediterranean,135,1088
1073,1073,Delivered,Aya Farouk,1265020604,"Smouha, Alexandria",1073,58,5,212.96,Omar Fahmy,395.55,Credit Card,Octopus Salad,Delicious Octopus Salad - classic Mediterranean taste.,79.11,Mediterranean,1064.8,1089
1074,1074,Shipped,Omar Fathy,1178219846,"Nasr City, Cairo",1074,31,2,30.92,Fatma Soliman,0,Not Paid,Butter Chicken,Delicious Butter Chicken - classic Indian taste.,158.8,Indian,61.84,1090
1075,1075,Pending,Aya Ibrahim,1027414741,"Faisal, Giza",1075,94,5,184.01,Laila Ibrahim,0,Not Paid,Massaman Curry,Delicious Massaman Curry - classic Thai taste.,163.38,Thai,920.05,1091
1076,1076,Cancelled,Mostafa Mostafa,1093371742,"Faisal, Giza",1076,17,5,110.54,Ayman Sabry,0,Not Paid,Bruschetta,Delicious Bruschetta - classic Italian taste.,157.53,Italian,552.7,1092
1077,1077,Delivered,Aya Tawfik,1141379979,"Stanley, Alexandria",1077,13,5,99.78,Ghada Mahmoud,0,Not Paid,Lasagna,Delicious Lasagna - classic Italian taste.,64.28,Italian,498.9,1093
1078,1078,Cancelled,Yasmin Mahrous,1066965016,"Heliopolis, Cairo",1078,21,2,141.88,Maha Mostafa,0,Not Paid,Kung Pao Chicken,Delicious Kung Pao Chicken - classic Chinese taste.,139.66,Chinese,283.76,1094
1079,1079,Shipped,Yasmin Ibrahim,1217204656,"Mohandessin, Giza",1079,47,4,88.44,Maha Khalifa,0,Not Paid,Grilled Halloumi,Delicious Grilled Halloumi - classic Lebanese taste.,48.18,Lebanese,353.76,1095
1080,1080,Pending,Mostafa Gamal,1195272260,"Dokki, Giza",1080,83,5,179.85,Salma Shahin,1069.7,Cash,Lamb Kebab,Delicious Lamb Kebab - classic Greek taste.,213.94,Greek,899.25,1096
1081,1081,Cancelled,Aya Ibrahim,1523638632,"Maadi, Cairo",1081,45,1,38.86,Lobna Hassan,0,Not Paid,Kibbeh,Delicious Kibbeh - classic Lebanese taste.,85.54,Lebanese,38.86,1097
1082,1082,Shipped,Aya Tawfik,1297638701,"Stanley, Alexandria",1082,74,1,59.39,Fatma Salem,0,Not Paid,Quesadilla,Delicious Quesadilla - classic Mexican taste.,102.67,Mexican,59.39,1098
1083,1083,Pending,Mostafa Fathy,1522361093,"Stanley, Alexandria",1083,85,5,89.37,Nermine Taha,0,Not Paid,Avgolemono Soup,Delicious Avgolemono Soup - classic Greek taste.,116.72,Greek,446.85,1099
1084,1084,Delivered,Mohamed Ali,1077891527,"Faisal, Giza",1084,62,4,232.59,Fatma Farouk,0,Not Paid,Fried Chicken,Delicious Fried Chicken - classic American taste.,131.62,American,930.36,1100
1085,1085,Pending,Omar Tawfik,1581602966,"Imbaba, Giza",1085,28,3,117.01,Salma Younes,314.1,Fawry,Peking Duck,Delicious Peking Duck - classic Chinese taste.,104.7,Chinese,351.03,1101
1086,1086,Shipped,Ahmed Tawfik,1198361218,"Heliopolis, Cairo",1086,45,1,100.22,Magdy Kamel,0,Not Paid,Kibbeh,Delicious Kibbeh - classic Lebanese taste.,85.54,Lebanese,100.22,1102
1087,1087,Delivered,Omar Fathy,1072060129,"Stanley, Alexandria",1087,93,3,105.4,Huda Mostafa,266.61,Fawry,Tom Yum Soup,Delicious Tom Yum Soup - classic Thai taste.,88.87,Thai,316.2,1103
1088,1088,Delivered,Mohamed Kamal,1215981501,"Dokki, Giza",1088,96,3,150.58,Omar Khalifa,339.45,Vodafone Cash,Thai Fried Rice,Delicious Thai Fried Rice - classic Thai taste.,113.15,Thai,451.74,1104
1089,1089,Shipped,Aya Mahrous,1144187825,"Nasr City, Cairo",1089,81,5,182.54,Mariam Mahmoud,0,Not Paid,Gyro,Delicious Gyro - classic Greek taste.,183.23,Greek,912.7,1105
1090,1090,Delivered,Mona Mahrous,1562131781,"Maadi, Cairo",1090,84,5,94.71,Aya Younes,419.85,Fawry,Dolmades,Delicious Dolmades - classic Greek taste.,83.97,Greek,473.55,1106
1090,1090,Delivered,Mona Mahrous,1562131781,"Maadi, Cairo",1090,84,5,94.71,Aya Younes,419.85,Fawry,Dolmades,Delicious Dolmades - classic Greek taste.,83.97,Greek,473.55,1107
1091,1091,Cancelled,Mona Farouk,1048820878,"Mohandessin, Giza",1091,41,5,207.85,Yasmin Younes,704.35,Fawry,Tabbouleh,Delicious Tabbouleh - classic Lebanese taste.,140.87,Lebanese,1039.25,1108
1092,1092,Delivered,Omar Tawfik,1032590052,"Nasr City, Cairo",1092,100,5,216.14,Rana Nasr,565.95,Credit Card,Mango Sticky Rice,Delicious Mango Sticky Rice - classic Thai taste.,113.19,Thai,1080.7,1109
1093,1093,Pending,Yasmin Gamal,1014403890,"Nasr City, Cairo",1093,48,3,172.9,Huda Kamel,120.84,Vodafone Cash,Manakish,Delicious Manakish - classic Lebanese taste.,40.28,Lebanese,518.7,1110
1094,1094,Cancelled,Sara Mostafa,1571684893,"Imbaba, Giza",1094,99,5,66.33,Hany Sabry,0,Not Paid,Coconut Soup,Delicious Coconut Soup - classic Thai taste.,135.28,Thai,331.65,1111
1095,1095,Delivered,Khaled Farouk,1245088543,"Stanley, Alexandria",1095,44,3,88.14,Sherif Gaber,303.42,Cash,Shawarma,Delicious Shawarma - classic Lebanese taste.,101.14,Lebanese,264.42,1112
1096,1096,Shipped,Mohamed Farouk,1261459466,"Sidi Gaber, Alexandria",1096,89,5,74.46,Noha Mostafa,0,Not Paid,Tzatziki,Delicious Tzatziki - classic Greek taste.,116.07,Greek,372.3,1113
1097,1097,Cancelled,Omar Hassan,1267475314,"Imbaba, Giza",1097,66,3,136.9,Nour Soliman,487.26,Credit Card,Mac and Cheese,Delicious Mac and Cheese - classic American taste.,162.42,American,410.7,1114
1098,1098,Pending,Omar Gamal,1166024643,"Smouha, Alexandria",1098,70,4,89.98,Samir Yassin,0,Not Paid,Cobb Salad,Delicious Cobb Salad - classic American taste.,85.19,American,359.92,1115
1099,1099,Delivered,Mohamed Ali,1153458349,"Dokki, Giza",1099,83,3,84.77,Zeinab Shahin,641.82,Fawry,Lamb Kebab,Delicious Lamb Kebab - classic Greek taste.,213.94,Greek,254.31,1116
1100,1100,Shipped,Sara Tawfik,1283083609,"Imbaba, Giza",1100,58,4,160.78,Ibrahim Sultan,316.44,Vodafone Cash,Octopus Salad,Delicious Octopus Salad - classic Mediterranean taste.,79.11,Mediterranean,643.12,1117
1101,1101,Pending,Yasmin Hassan,1167591148,"Imbaba, Giza",1101,80,3,55.11,Nadia Sultan,261.03,Fawry,Churros,Delicious Churros - classic Mexican taste.,87.01,Mexican,165.33,1118
1101,1101,Pending,Yasmin Hassan,1167591148,"Imbaba, Giza",1101,80,3,55.11,Nadia Sultan,261.03,Fawry,Churros,Delicious Churros - classic Mexican taste.,87.01,Mexican,165.33,1119
1102,1102,Delivered,Mona Mostafa,1041257992,"Heliopolis, Cairo",1102,27,1,50.34,Ali Said,0,Not Paid,Mapo Tofu,Delicious Mapo Tofu - classic Chinese taste.,53.67,Chinese,50.34,1120
1103,1103,Cancelled,Mona Mahrous,1592466608,"Smouha, Alexandria",1103,86,1,182.24,Samir Ali,0,Not Paid,Baklava,Delicious Baklava - classic Greek taste.,192.7,Greek,182.24,1121
1104,1104,Shipped,Sara Ali,1266631447,"Faisal, Giza",1104,39,4,200.05,Sherif Ragab,0,Not Paid,Chole Bhature,Delicious Chole Bhature - classic Indian taste.,108.91,Indian,800.2,1122
1105,1105,Cancelled,Mona Farouk,1093218159,"Maadi, Cairo",1105,35,2,78.92,Rowan Saleh,0,Not Paid,Samosa,Delicious Samosa - classic Indian taste.,177.85,Indian,157.84,1123
1106,1106,Cancelled,Khaled Mostafa,1282701643,"Sidi Gaber, Alexandria",1106,89,4,221.64,Mohamed Sultan,464.28,Vodafone Cash,Tzatziki,Delicious Tzatziki - classic Greek taste.,116.07,Greek,886.56,1124
1107,1107,Cancelled,Mona Ali,1139087952,"Sidi Gaber, Alexandria",1107,95,5,210.52,Yasmin Yassin,0,Not Paid,Som Tam,Delicious Som Tam - classic Thai taste.,76.44,Thai,1052.6,1125
1108,1108,Shipped,Mohamed Mostafa,1286424577,"Heliopolis, Cairo",1108,19,3,113.22,Nasser Abdelrahman,0,Not Paid,Gnocchi,Delicious Gnocchi - classic Italian taste.,52.08,Italian,339.66,1126
1109,1109,Cancelled,Mona Mostafa,1277095289,"Dokki, Giza",1109,31,5,149.93,Sara Ali,0,Not Paid,Butter Chicken,Delicious Butter Chicken - classic Indian taste.,158.8,Indian,749.65,1127
1110,1110,Cancelled,Mostafa Mahrous,1082687555,"Mohandessin, Giza",1110,98,5,113.12,Walid Sultan,655.65,Fawry,Thai Basil Chicken,Delicious Thai Basil Chicken - classic Thai taste.,131.13,Thai,565.6,1128
1111,1111,Shipped,Yasmin Kamal,1164131129,"Maadi, Cairo",1111,81,3,164.93,Rana Gamal,549.69,Cash,Gyro,Delicious Gyro - classic Greek taste.,183.23,Greek,494.79,1129
1112,1112,Shipped,Aya Hassan,1099820980,"Heliopolis, Cairo",1112,33,5,128.01,Sara Ibrahim,0,Not Paid,Biryani,Delicious Biryani - classic Indian taste.,80.33,Indian,640.05,1130
1113,1113,Delivered,Sara Mostafa,1211137497,"Dokki, Giza",1113,80,4,142.71,Hassan Gaber,0,Not Paid,Churros,Delicious Churros - classic Mexican taste.,87.01,Mexican,570.84,1131
1114,1114,Delivered,Khaled Ali,1555492851,"Sidi Gaber, Alexandria",1114,83,1,151.39,Khaled Farouk,213.94,Vodafone Cash,Lamb Kebab,Delicious Lamb Kebab - classic Greek taste.,213.94,Greek,151.39,1132
1115,1115,Cancelled,Mostafa Fathy,1045323292,"Stanley, Alexandria",1115,61,3,207.27,Sherif Yassin,581.73,Vodafone Cash,Cheeseburger,Delicious Cheeseburger - classic American taste.,193.91,American,621.81,1133
1116,1116,Pending,Aya Ibrahim,1034917807,"Nasr City, Cairo",1116,58,2,185.44,Omar Soliman,0,Not Paid,Octopus Salad,Delicious Octopus Salad - classic Mediterranean taste.,79.11,Mediterranean,370.88,1134
1117,1117,Shipped,Yasmin Farouk,1553517282,"Stanley, Alexandria",1117,18,3,73.08,Nadia Gamal,363.81,Credit Card,Carbonara,Delicious Carbonara - classic Italian taste.,121.27,Italian,219.24,1135
1118,1118,Pending,Sara Gamal,1551516125,"Imbaba, Giza",1118,97,4,237.2,Heba Mostafa,986.44,Fawry,Panang Curry,Delicious Panang Curry - classic Thai taste.,246.61,Thai,948.8,1136
1119,1119,Cancelled,Sara Mostafa,1259455915,"Imbaba, Giza",1119,37,3,72.24,Hassan Shahin,0,Not Paid,Rogan Josh,Delicious Rogan Josh - classic Indian taste.,196.12,Indian,216.72,1137
1120,1120,Delivered,Sara Mahrous,1518344961,"Smouha, Alexandria",1120,64,5,135.43,Reem Sabry,551.1,Credit Card,Caesar Salad,Delicious Caesar Salad - classic American taste.,110.22,American,677.15,1138
1121,1121,Pending,Aya Tawfik,1151493572,"Sidi Gaber, Alexandria",1121,6,2,160.89,Samir Mahrous,0,Not Paid,Kofta,Delicious Kofta - classic Egyptian taste.,45.58,Egyptian,321.78,1139
1122,1122,Cancelled,Khaled Ibrahim,1571228232,"Faisal, Giza",1122,32,4,108.71,Ruba Zaki,584.52,Vodafone Cash,Chicken Tikka Masala,Delicious Chicken Tikka Masala - classic Indian taste.,146.13,Indian,434.84,1140
1123,1123,Cancelled,Sara Mostafa,1542209326,"Smouha, Alexandria",1123,68,2,197.71,Youssef Abdelrahman,242.66,Vodafone Cash,Pulled Pork Sandwich,Delicious Pulled Pork Sandwich - classic American taste.,121.33,American,395.42,1141
1124,1124,Cancelled,Mohamed Farouk,1581469612,"Mohandessin, Giza",1124,78,3,165.96,Nadia Abdelrahman,0,Not Paid,Nachos,Delicious Nachos - classic Mexican taste.,152.7,Mexican,497.88,1142
1125,1125,Pending,Aya Ali,1256330983,"Imbaba, Giza",1125,69,1,244.15,Rana Kamel,114.1,Credit Card,Buffalo Wings,Delicious Buffalo Wings - classic American taste.,114.1,American,244.15,1143
1126,1126,Cancelled,Mona Farouk,1561407830,"Imbaba, Giza",1126,85,3,135.74,Nadine Mostafa,350.16,Credit Card,Avgolemono Soup,Delicious Avgolemono Soup - classic Greek taste.,116.72,Greek,407.22,1144
1127,1127,Cancelled,Mostafa Fathy,1197843570,"Sidi Gaber, Alexandria",1127,70,4,104.25,Walid Ali,0,Not Paid,Cobb Salad,Delicious Cobb Salad - classic American taste.,85.19,American,417,1145
1128,1128,Shipped,Mohamed Gamal,1027358081,"Smouha, Alexandria",1128,12,3,108.31,Mahmoud Mahmoud,353.94,Fawry,Spaghetti Bolognese,Delicious Spaghetti Bolognese - classic Italian taste.,117.98,Italian,324.93,1146
1129,1129,Pending,Mohamed Ali,1117984276,"Heliopolis, Cairo",1129,86,2,246.07,Omar Gamal,385.4,Fawry,Baklava,Delicious Baklava - classic Greek taste.,192.7,Greek,492.14,1147
1130,1130,Delivered,Mostafa Tawfik,1030420571,"Mohandessin, Giza",1130,77,4,211,Yousra Fahmy,0,Not Paid,Fajitas,Delicious Fajitas - classic Mexican taste.,64.64,Mexican,844,1148
1131,1131,Shipped,Sara Ibrahim,1231581685,"Faisal, Giza",1131,18,3,161.99,Tarek Younes,0,Not Paid,Carbonara,Delicious Carbonara - classic Italian taste.,121.27,Italian,485.97,1149
1132,1132,Shipped,Mohamed Kamal,1569426311,"Sidi Gaber, Alexandria",1132,39,5,213.45,Farida Sabry,544.55,Credit Card,Chole Bhature,Delicious Chole Bhature - classic Indian taste.,108.91,Indian,1067.25,1150
1133,1133,Cancelled,Mostafa Kamal,1515361365,"Stanley, Alexandria",1133,9,4,179.8,Hany Taha,579,Fawry,Mahshi,Delicious Mahshi - classic Egyptian taste.,144.75,Egyptian,719.2,1151
1134,1134,Delivered,Mostafa Kamal,1116875369,"Imbaba, Giza",1134,37,1,105,Farida Zaki,196.12,Cash,Rogan Josh,Delicious Rogan Josh - classic Indian taste.,196.12,Indian,105,1152
1135,1135,Pending,Heba Ali,1559446090,"Smouha, Alexandria",1135,40,1,22.16,Ruba Zaki,0,Not Paid,Masala Dosa,Delicious Masala Dosa - classic Indian taste.,77.8,Indian,22.16,1153
1136,1136,Delivered,Mostafa Tawfik,1134283212,"Mohandessin, Giza",1136,65,1,164.54,Zeinab Younes,133.34,Vodafone Cash,Club Sandwich,Delicious Club Sandwich - classic American taste.,133.34,American,164.54,1154
1136,1136,Delivered,Mostafa Tawfik,1134283212,"Mohandessin, Giza",1136,65,1,164.54,Zeinab Younes,133.34,Vodafone Cash,Club Sandwich,Delicious Club Sandwich - classic American taste.,133.34,American,164.54,1155
1137,1137,Delivered,Heba Ibrahim,1091349113,"Mohandessin, Giza",1137,37,3,104.88,Youssef Shalaby,0,Not Paid,Rogan Josh,Delicious Rogan Josh - classic Indian taste.,196.12,Indian,314.64,1156
1138,1138,Pending,Yasmin Ibrahim,1245328138,"Dokki, Giza",1138,56,3,213.41,Ali Mansour,76.92,Vodafone Cash,Moussaka,Delicious Moussaka - classic Mediterranean taste.,25.64,Mediterranean,640.23,1157
1139,1139,Delivered,Khaled Mostafa,1191525596,"Imbaba, Giza",1139,73,1,213.35,Tarek Ibrahim,0,Not Paid,Enchiladas,Delicious Enchiladas - classic Mexican taste.,116.84,Mexican,213.35,1158
1140,1140,Delivered,Aya Ali,1146802794,"Sidi Gaber, Alexandria",1140,85,5,80.86,Laila Taha,0,Not Paid,Avgolemono Soup,Delicious Avgolemono Soup - classic Greek taste.,116.72,Greek,404.3,1159
1141,1141,Cancelled,Khaled Mostafa,1042759712,"Faisal, Giza",1141,40,2,138.1,Ali Taha,155.6,Credit Card,Masala Dosa,Delicious Masala Dosa - classic Indian taste.,77.8,Indian,276.2,1160
1141,1141,Cancelled,Khaled Mostafa,1042759712,"Faisal, Giza",1141,40,2,138.1,Ali Taha,155.6,Credit Card,Masala Dosa,Delicious Masala Dosa - classic Indian taste.,77.8,Indian,276.2,1161
1142,1142,Shipped,Khaled Farouk,1214275606,"Mohandessin, Giza",1142,89,5,239.29,Hany Mostafa,0,Not Paid,Tzatziki,Delicious Tzatziki - classic Greek taste.,116.07,Greek,1196.45,1162
1143,1143,Cancelled,Heba Fathy,1019427606,"Faisal, Giza",1143,25,5,34.91,Sara Mahrous,0,Not Paid,Chow Mein,Delicious Chow Mein - classic Chinese taste.,86.93,Chinese,174.55,1163
1144,1144,Shipped,Ahmed Kamal,1524040546,"Imbaba, Giza",1144,35,4,204.27,Mariam Shahin,0,Not Paid,Samosa,Delicious Samosa - classic Indian taste.,177.85,Indian,817.08,1164
1145,1145,Delivered,Ahmed Mostafa,1131914592,"Sidi Gaber, Alexandria",1145,81,1,83.19,Kareem Said,183.23,Fawry,Gyro,Delicious Gyro - classic Greek taste.,183.23,Greek,83.19,1165
1146,1146,Shipped,Mohamed Gamal,1278564937,"Smouha, Alexandria",1146,9,5,166.25,Nadia Khalifa,0,Not Paid,Mahshi,Delicious Mahshi - classic Egyptian taste.,144.75,Egyptian,831.25,1166
1147,1147,Shipped,Aya Hassan,1053950155,"Heliopolis, Cairo",1147,56,4,52.62,Ayman Kamel,0,Not Paid,Moussaka,Delicious Moussaka - classic Mediterranean taste.,25.64,Mediterranean,210.48,1167
1147,1147,Shipped,Aya Hassan,1053950155,"Heliopolis, Cairo",1147,56,4,52.62,Ayman Kamel,0,Not Paid,Moussaka,Delicious Moussaka - classic Mediterranean taste.,25.64,Mediterranean,210.48,1168
1148,1148,Pending,Yasmin Hassan,1081375798,"Maadi, Cairo",1148,95,2,84.63,Ayman Soliman,0,Not Paid,Som Tam,Delicious Som Tam - classic Thai taste.,76.44,Thai,169.26,1169
1149,1149,Cancelled,Aya Farouk,1187869363,"Sidi Gaber, Alexandria",1149,72,1,170.95,Kareem Said,0,Not Paid,Burrito,Delicious Burrito - classic Mexican taste.,47.55,Mexican,170.95,1170
1150,1150,Delivered,Mona Fathy,1228222121,"Heliopolis, Cairo",1150,80,4,76.89,Tarek Said,0,Not Paid,Churros,Delicious Churros - classic Mexican taste.,87.01,Mexican,307.56,1171
1151,1151,Shipped,Heba Farouk,1219075582,"Sidi Gaber, Alexandria",1151,96,1,189.13,Dina Sabry,0,Not Paid,Thai Fried Rice,Delicious Thai Fried Rice - classic Thai taste.,113.15,Thai,189.13,1172
1152,1152,Delivered,Ahmed Tawfik,1118004737,"Stanley, Alexandria",1152,75,5,68.81,Khaled Gamal,0,Not Paid,Guacamole,Delicious Guacamole - classic Mexican taste.,202.84,Mexican,344.05,1173
1153,1153,Delivered,Heba Tawfik,1569092374,"Faisal, Giza",1153,3,5,230.29,Sherif Sultan,0,Not Paid,Fattah,Delicious Fattah - classic Egyptian taste.,74.95,Egyptian,1151.45,1174
1154,1154,Shipped,Ahmed Gamal,1263664971,"Stanley, Alexandria",1154,86,2,129.11,Kareem Yassin,0,Not Paid,Baklava,Delicious Baklava - classic Greek taste.,192.7,Greek,258.22,1175
1155,1155,Pending,Omar Mahrous,1231252743,"Mohandessin, Giza",1155,26,1,230.18,Rita Soliman,154.12,Credit Card,Dumplings,Delicious Dumplings - classic Chinese taste.,154.12,Chinese,230.18,1176
1156,1156,Delivered,Mostafa Mostafa,1288340075,"Stanley, Alexandria",1156,89,5,234.41,Yasmin Taha,0,Not Paid,Tzatziki,Delicious Tzatziki - classic Greek taste.,116.07,Greek,1172.05,1177
1157,1157,Delivered,Omar Gamal,1013770671,"Imbaba, Giza",1157,57,4,99.16,Mahmoud Saleh,0,Not Paid,Pan-seared Salmon,Delicious Pan-seared Salmon - classic Mediterranean taste.,135.15,Mediterranean,396.64,1178
1158,1158,Delivered,Sara Farouk,1560103735,"Smouha, Alexandria",1158,65,5,154.56,Omar Nasr,0,Not Paid,Club Sandwich,Delicious Club Sandwich - classic American taste.,133.34,American,772.8,1179
1159,1159,Pending,Aya Tawfik,1240371535,"Dokki, Giza",1159,31,5,166.83,Heba Said,0,Not Paid,Butter Chicken,Delicious Butter Chicken - classic Indian taste.,158.8,Indian,834.15,1180
1160,1160,Cancelled,Yasmin Mostafa,1040549908,"Stanley, Alexandria",1160,67,5,113.98,Ruba Farouk,0,Not Paid,Philly Cheesesteak,Delicious Philly Cheesesteak - classic American taste.,165.33,American,569.9,1181
1161,1161,Delivered,Aya Kamal,1059921779,"Mohandessin, Giza",1161,58,3,224.37,Hagar Yassin,0,Not Paid,Octopus Salad,Delicious Octopus Salad - classic Mediterranean taste.,79.11,Mediterranean,673.11,1182
1162,1162,Pending,Mona Tawfik,1180160716,"Mohandessin, Giza",1162,57,2,223.55,Nasser Gaber,0,Not Paid,Pan-seared Salmon,Delicious Pan-seared Salmon - classic Mediterranean taste.,135.15,Mediterranean,447.1,1183
1163,1163,Pending,Mona Fathy,1119548858,"Dokki, Giza",1163,80,1,162.09,Magdy Shahin,0,Not Paid,Churros,Delicious Churros - classic Mexican taste.,87.01,Mexican,162.09,1184
1164,1164,Pending,Ahmed Tawfik,1279293124,"Sidi Gaber, Alexandria",1164,3,2,206.55,Laila Zaki,149.9,Vodafone Cash,Fattah,Delicious Fattah - classic Egyptian taste.,74.95,Egyptian,413.1,1185
1165,1165,Shipped,Ahmed Farouk,1092964134,"Maadi, Cairo",1165,27,3,88.32,Reem Ali,0,Not Paid,Mapo Tofu,Delicious Mapo Tofu - classic Chinese taste.,53.67,Chinese,264.96,1186
1166,1166,Cancelled,Mona Ali,1019194756,"Sidi Gaber, Alexandria",1166,24,5,233.46,Samir Kamel,0,Not Paid,Spring Rolls,Delicious Spring Rolls - classic Chinese taste.,143.8,Chinese,1167.3,1187
1167,1167,Shipped,Sara Tawfik,1066215173,"Heliopolis, Cairo",1167,97,5,248.52,Nermine Said,1233.05,Cash,Panang Curry,Delicious Panang Curry - classic Thai taste.,246.61,Thai,1242.6,1188
1168,1168,Shipped,Ahmed Tawfik,1258674898,"Dokki, Giza",1168,66,5,102.67,Sherif Farouk,0,Not Paid,Mac and Cheese,Delicious Mac and Cheese - classic American taste.,162.42,American,513.35,1189
1168,1168,Shipped,Ahmed Tawfik,1258674898,"Dokki, Giza",1168,66,5,102.67,Sherif Farouk,0,Not Paid,Mac and Cheese,Delicious Mac and Cheese - classic American taste.,162.42,American,513.35,1190
1169,1169,Pending,Yasmin Hassan,1129499955,"Imbaba, Giza",1169,28,3,99.2,Samir Gamal,314.1,Cash,Peking Duck,Delicious Peking Duck - classic Chinese taste.,104.7,Chinese,297.6,1191
1170,1170,Pending,Omar Gamal,1135133507,"Maadi, Cairo",1170,34,3,188.37,Yasmin Ali,579.48,Credit Card,Palak Paneer,Delicious Palak Paneer - classic Indian taste.,193.16,Indian,565.11,1192
1170,1170,Pending,Omar Gamal,1135133507,"Maadi, Cairo",1170,34,3,188.37,Yasmin Ali,579.48,Credit Card,Palak Paneer,Delicious Palak Paneer - classic Indian taste.,193.16,Indian,565.11,1193
1171,1171,Shipped,Heba Tawfik,1021094686,"Dokki, Giza",1171,7,3,21.92,Rana Sultan,0,Not Paid,Grilled Kebda,Delicious Grilled Kebda - classic Egyptian taste.,107.6,Egyptian,65.76,1194
1172,1172,Shipped,Omar Ali,1169607992,"Faisal, Giza",1172,25,4,192.6,Mostafa Farouk,347.72,Fawry,Chow Mein,Delicious Chow Mein - classic Chinese taste.,86.93,Chinese,770.4,1195
1173,1173,Cancelled,Omar Mahrous,1265885815,"Nasr City, Cairo",1173,2,4,96.14,Fatma Tawfik,313.88,Cash,Molokhia,Delicious Molokhia - classic Egyptian taste.,78.47,Egyptian,384.56,1196
1174,1174,Shipped,Omar Hassan,1586052395,"Sidi Gaber, Alexandria",1174,93,1,198.5,Samir Mostafa,0,Not Paid,Tom Yum Soup,Delicious Tom Yum Soup - classic Thai taste.,88.87,Thai,198.5,1197
1175,1175,Pending,Heba Tawfik,1121271257,"Stanley, Alexandria",1175,56,1,41.86,Heba Ali,25.64,Fawry,Moussaka,Delicious Moussaka - classic Mediterranean taste.,25.64,Mediterranean,41.86,1198
1176,1176,Shipped,Mostafa Fathy,1155664682,"Imbaba, Giza",1176,35,4,30.73,Zeinab Said,0,Not Paid,Samosa,Delicious Samosa - classic Indian taste.,177.85,Indian,122.92,1199
1177,1177,Shipped,Ahmed Gamal,1252398798,"Faisal, Giza",1177,83,1,221.01,Gihan Khalifa,0,Not Paid,Lamb Kebab,Delicious Lamb Kebab - classic Greek taste.,213.94,Greek,221.01,1200
1178,1178,Pending,Heba Hassan,1275221328,"Mohandessin, Giza",1178,34,1,84.63,Nadine Zaki,0,Not Paid,Palak Paneer,Delicious Palak Paneer - classic Indian taste.,193.16,Indian,84.63,1201
